,Year,City,Age Range,Number in Range
15300,2014,"St. Louis, MO",65 to 74 Years,20273
15301,2013,"St. Louis, MO",75 Years & Over,16327
15302,2013,"St. Louis, MO",65 to 74 Years,19168
15303,2013,"St. Louis, MO",18 to 24 Years,35211
15304,2013,"St. Louis, MO",62 to 64 Years,9529
15305,2013,"St. Louis, MO",35 to 44 Years,40002
15306,2013,"St. Louis, MO",25 to 34 Years,61220
15307,2013,"St. Louis, MO",60 & 61 Years,8894
15308,2013,"St. Louis, MO",45 to 54 Years,41902
15309,2013,"St. Louis, MO",5 to 17 Years,43839
15310,2013,"St. Louis, MO",55 to 59 Years,21308
15311,2013,"St. Louis, MO",Under 5 Years,21016
15312,2018,"St. Louis, MO",18 to 24 Years,27453
15313,2018,"St. Louis, MO",75 Years & Over,16533
15314,2018,"St. Louis, MO",45 to 54 Years,34960
15315,2018,"St. Louis, MO",Under 5 Years,18849
15316,2018,"St. Louis, MO",65 to 74 Years,25206
15317,2018,"St. Louis, MO",35 to 44 Years,40011
15318,2018,"St. Louis, MO",55 to 59 Years,18436
15319,2018,"St. Louis, MO",5 to 17 Years,38653
15320,2018,"St. Louis, MO",62 to 64 Years,12532
15321,2018,"St. Louis, MO",25 to 34 Years,60935
15322,2018,"St. Louis, MO",60 & 61 Years,9270
15323,2017,"St. Louis, MO",5 to 17 Years,39947
15324,2017,"St. Louis, MO",75 Years & Over,15964
15325,2017,"St. Louis, MO",60 & 61 Years,9079
15326,2017,"St. Louis, MO",25 to 34 Years,61937
15327,2017,"St. Louis, MO",62 to 64 Years,11324
15328,2017,"St. Louis, MO",18 to 24 Years,28885
15329,2017,"St. Louis, MO",55 to 59 Years,20642
15330,2017,"St. Louis, MO",35 to 44 Years,40360
15331,2017,"St. Louis, MO",65 to 74 Years,23859
15332,2017,"St. Louis, MO",Under 5 Years,19884
15333,2017,"St. Louis, MO",45 to 54 Years,36745
15334,2016,"St. Louis, MO",5 to 17 Years,41703
15335,2016,"St. Louis, MO",18 to 24 Years,30815
15336,2016,"St. Louis, MO",60 & 61 Years,10880
15337,2016,"St. Louis, MO",75 Years & Over,15114
15338,2016,"St. Louis, MO",45 to 54 Years,37989
15339,2016,"St. Louis, MO",35 to 44 Years,40790
15340,2016,"St. Louis, MO",62 to 64 Years,11403
15341,2016,"St. Louis, MO",65 to 74 Years,21524
15342,2016,"St. Louis, MO",55 to 59 Years,19456
15343,2016,"St. Louis, MO",Under 5 Years,19951
15344,2016,"St. Louis, MO",25 to 34 Years,61779
15345,2015,"St. Louis, MO",25 to 34 Years,61677
15346,2015,"St. Louis, MO",18 to 24 Years,32511
15347,2015,"St. Louis, MO",55 to 59 Years,22937
15348,2015,"St. Louis, MO",75 Years & Over,15472
15349,2015,"St. Louis, MO",35 to 44 Years,41286
15350,2015,"St. Louis, MO",60 & 61 Years,8287
15351,2015,"St. Louis, MO",Under 5 Years,21017
15352,2015,"St. Louis, MO",5 to 17 Years,42482
15353,2015,"St. Louis, MO",45 to 54 Years,39008
15354,2015,"St. Louis, MO",62 to 64 Years,10005
15355,2015,"St. Louis, MO",65 to 74 Years,21003
15356,2014,"St. Louis, MO",62 to 64 Years,10983
15357,2014,"St. Louis, MO",5 to 17 Years,42795
15358,2014,"St. Louis, MO",Under 5 Years,21306
15359,2014,"St. Louis, MO",25 to 34 Years,61718
15360,2014,"St. Louis, MO",55 to 59 Years,21767
15361,2014,"St. Louis, MO",35 to 44 Years,40396
15362,2014,"St. Louis, MO",75 Years & Over,15889
15363,2014,"St. Louis, MO",60 & 61 Years,8304
15364,2014,"St. Louis, MO",45 to 54 Years,40444
15365,2014,"St. Louis, MO",18 to 24 Years,33544
15366,2014,"St. Louis, MO",65 to 74 Years,20273
15367,2013,"St. Louis, MO",75 Years & Over,16327
15368,2013,"St. Louis, MO",65 to 74 Years,19168
15369,2013,"St. Louis, MO",18 to 24 Years,35211
15370,2013,"St. Louis, MO",62 to 64 Years,9529
15371,2013,"St. Louis, MO",35 to 44 Years,40002
15372,2013,"St. Louis, MO",25 to 34 Years,61220
15373,2013,"St. Louis, MO",60 & 61 Years,8894
15374,2013,"St. Louis, MO",45 to 54 Years,41902
15375,2013,"St. Louis, MO",5 to 17 Years,43839
15376,2013,"St. Louis, MO",55 to 59 Years,21308
15377,2013,"St. Louis, MO",Under 5 Years,21016
15378,2018,"St. Louis, MO",18 to 24 Years,27453
15379,2018,"St. Louis, MO",75 Years & Over,16533
15380,2018,"St. Louis, MO",45 to 54 Years,34960
15381,2018,"St. Louis, MO",Under 5 Years,18849
15382,2018,"St. Louis, MO",65 to 74 Years,25206
15383,2018,"St. Louis, MO",35 to 44 Years,40011
15384,2018,"St. Louis, MO",55 to 59 Years,18436
15385,2018,"St. Louis, MO",5 to 17 Years,38653
15386,2018,"St. Louis, MO",62 to 64 Years,12532
15387,2018,"St. Louis, MO",25 to 34 Years,60935
15388,2018,"St. Louis, MO",60 & 61 Years,9270
15389,2017,"St. Louis, MO",5 to 17 Years,39947
15390,2017,"St. Louis, MO",75 Years & Over,15964
15391,2017,"St. Louis, MO",60 & 61 Years,9079
15392,2017,"St. Louis, MO",25 to 34 Years,61937
15393,2017,"St. Louis, MO",62 to 64 Years,11324
15394,2017,"St. Louis, MO",18 to 24 Years,28885
15395,2017,"St. Louis, MO",55 to 59 Years,20642
15396,2017,"St. Louis, MO",35 to 44 Years,40360
15397,2017,"St. Louis, MO",65 to 74 Years,23859
15398,2017,"St. Louis, MO",Under 5 Years,19884
15399,2017,"St. Louis, MO",45 to 54 Years,36745
15400,2016,"St. Louis, MO",5 to 17 Years,41703
15401,2016,"St. Louis, MO",18 to 24 Years,30815
15402,2016,"St. Louis, MO",60 & 61 Years,10880
15403,2016,"St. Louis, MO",75 Years & Over,15114
15404,2016,"St. Louis, MO",45 to 54 Years,37989
15405,2016,"St. Louis, MO",35 to 44 Years,40790
15406,2016,"St. Louis, MO",62 to 64 Years,11403
15407,2016,"St. Louis, MO",65 to 74 Years,21524
15408,2016,"St. Louis, MO",55 to 59 Years,19456
15409,2016,"St. Louis, MO",Under 5 Years,19951
15410,2016,"St. Louis, MO",25 to 34 Years,61779
15411,2015,"St. Louis, MO",25 to 34 Years,61677
15412,2015,"St. Louis, MO",18 to 24 Years,32511
15413,2015,"St. Louis, MO",55 to 59 Years,22937
15414,2015,"St. Louis, MO",75 Years & Over,15472
15415,2015,"St. Louis, MO",35 to 44 Years,41286
15416,2015,"St. Louis, MO",60 & 61 Years,8287
15417,2015,"St. Louis, MO",Under 5 Years,21017
15418,2015,"St. Louis, MO",5 to 17 Years,42482
15419,2015,"St. Louis, MO",45 to 54 Years,39008
15420,2015,"St. Louis, MO",62 to 64 Years,10005
15421,2015,"St. Louis, MO",65 to 74 Years,21003
15422,2014,"St. Louis, MO",62 to 64 Years,10983
15423,2014,"St. Louis, MO",5 to 17 Years,42795
15424,2014,"St. Louis, MO",Under 5 Years,21306
15425,2014,"St. Louis, MO",25 to 34 Years,61718
15426,2014,"St. Louis, MO",55 to 59 Years,21767
15427,2014,"St. Louis, MO",35 to 44 Years,40396
15428,2014,"St. Louis, MO",75 Years & Over,15889
15429,2014,"St. Louis, MO",60 & 61 Years,8304
15430,2014,"St. Louis, MO",45 to 54 Years,40444
15431,2014,"St. Louis, MO",18 to 24 Years,33544
15432,2014,"St. Louis, MO",65 to 74 Years,20273
15433,2013,"St. Louis, MO",75 Years & Over,16327
15434,2013,"St. Louis, MO",65 to 74 Years,19168
15435,2013,"St. Louis, MO",18 to 24 Years,35211
15436,2013,"St. Louis, MO",62 to 64 Years,9529
15437,2013,"St. Louis, MO",35 to 44 Years,40002
15438,2013,"St. Louis, MO",25 to 34 Years,61220
15439,2013,"St. Louis, MO",60 & 61 Years,8894
15440,2013,"St. Louis, MO",45 to 54 Years,41902
15441,2013,"St. Louis, MO",5 to 17 Years,43839
15442,2013,"St. Louis, MO",55 to 59 Years,21308
15443,2013,"St. Louis, MO",Under 5 Years,21016
15444,2018,"Syracuse, NY",18 to 24 Years,25702
15445,2018,"Syracuse, NY",75 Years & Over,7629
15446,2018,"Syracuse, NY",45 to 54 Years,15589
15447,2018,"Syracuse, NY",Under 5 Years,9269
15448,2018,"Syracuse, NY",65 to 74 Years,9802
15449,2018,"Syracuse, NY",35 to 44 Years,14595
15450,2018,"Syracuse, NY",55 to 59 Years,7993
15451,2018,"Syracuse, NY",5 to 17 Years,22063
15452,2018,"Syracuse, NY",62 to 64 Years,4406
15453,2018,"Syracuse, NY",25 to 34 Years,22997
15454,2018,"Syracuse, NY",60 & 61 Years,3248
15455,2017,"Syracuse, NY",5 to 17 Years,22067
15456,2017,"Syracuse, NY",75 Years & Over,7817
15457,2017,"Syracuse, NY",60 & 61 Years,3109
15458,2017,"Syracuse, NY",25 to 34 Years,22964
15459,2017,"Syracuse, NY",62 to 64 Years,4418
15460,2017,"Syracuse, NY",18 to 24 Years,26173
15461,2017,"Syracuse, NY",55 to 59 Years,8049
15462,2017,"Syracuse, NY",35 to 44 Years,14782
15463,2017,"Syracuse, NY",65 to 74 Years,9495
15464,2017,"Syracuse, NY",Under 5 Years,9602
15465,2017,"Syracuse, NY",45 to 54 Years,15929
15466,2016,"Syracuse, NY",5 to 17 Years,21603
15467,2016,"Syracuse, NY",18 to 24 Years,26261
15468,2016,"Syracuse, NY",60 & 61 Years,3104
15469,2016,"Syracuse, NY",75 Years & Over,7875
15470,2016,"Syracuse, NY",45 to 54 Years,16003
15471,2016,"Syracuse, NY",35 to 44 Years,14679
15472,2016,"Syracuse, NY",62 to 64 Years,4556
15473,2016,"Syracuse, NY",65 to 74 Years,9278
15474,2016,"Syracuse, NY",55 to 59 Years,8002
15475,2016,"Syracuse, NY",Under 5 Years,9787
15476,2016,"Syracuse, NY",25 to 34 Years,23202
15477,2015,"Syracuse, NY",25 to 34 Years,22863
15478,2015,"Syracuse, NY",18 to 24 Years,27090
15479,2015,"Syracuse, NY",55 to 59 Years,7880
15480,2015,"Syracuse, NY",75 Years & Over,7901
15481,2015,"Syracuse, NY",35 to 44 Years,14565
15482,2015,"Syracuse, NY",60 & 61 Years,2830
15483,2015,"Syracuse, NY",Under 5 Years,10096
15484,2015,"Syracuse, NY",5 to 17 Years,22518
15485,2015,"Syracuse, NY",45 to 54 Years,16198
15486,2015,"Syracuse, NY",62 to 64 Years,4185
15487,2015,"Syracuse, NY",65 to 74 Years,8438
15488,2014,"Syracuse, NY",62 to 64 Years,3994
15489,2014,"Syracuse, NY",5 to 17 Years,22726
15490,2014,"Syracuse, NY",Under 5 Years,10241
15491,2014,"Syracuse, NY",25 to 34 Years,22479
15492,2014,"Syracuse, NY",55 to 59 Years,8101
15493,2014,"Syracuse, NY",35 to 44 Years,14529
15494,2014,"Syracuse, NY",75 Years & Over,7958
15495,2014,"Syracuse, NY",60 & 61 Years,2726
15496,2014,"Syracuse, NY",45 to 54 Years,16537
15497,2014,"Syracuse, NY",18 to 24 Years,27510
15498,2014,"Syracuse, NY",65 to 74 Years,7847
15499,2013,"Syracuse, NY",75 Years & Over,8071
15500,2013,"Syracuse, NY",65 to 74 Years,7522
15501,2013,"Syracuse, NY",18 to 24 Years,27866
15502,2013,"Syracuse, NY",62 to 64 Years,3729
15503,2013,"Syracuse, NY",35 to 44 Years,14970
15504,2013,"Syracuse, NY",25 to 34 Years,21701
15505,2013,"Syracuse, NY",60 & 61 Years,2775
15506,2013,"Syracuse, NY",45 to 54 Years,16631
15507,2013,"Syracuse, NY",5 to 17 Years,22980
15508,2013,"Syracuse, NY",55 to 59 Years,8293
15509,2013,"Syracuse, NY",Under 5 Years,10204
15510,2018,"Syracuse, NY",18 to 24 Years,25702
15511,2018,"Syracuse, NY",75 Years & Over,7629
15512,2018,"Syracuse, NY",45 to 54 Years,15589
15513,2018,"Syracuse, NY",Under 5 Years,9269
15514,2018,"Syracuse, NY",65 to 74 Years,9802
15515,2018,"Syracuse, NY",35 to 44 Years,14595
15516,2018,"Syracuse, NY",55 to 59 Years,7993
15517,2018,"Syracuse, NY",5 to 17 Years,22063
15518,2018,"Syracuse, NY",62 to 64 Years,4406
15519,2018,"Syracuse, NY",25 to 34 Years,22997
15520,2018,"Syracuse, NY",60 & 61 Years,3248
15521,2017,"Syracuse, NY",5 to 17 Years,22067
15522,2017,"Syracuse, NY",75 Years & Over,7817
15523,2017,"Syracuse, NY",60 & 61 Years,3109
15524,2017,"Syracuse, NY",25 to 34 Years,22964
15525,2017,"Syracuse, NY",62 to 64 Years,4418
15526,2017,"Syracuse, NY",18 to 24 Years,26173
15527,2017,"Syracuse, NY",55 to 59 Years,8049
15528,2017,"Syracuse, NY",35 to 44 Years,14782
15529,2017,"Syracuse, NY",65 to 74 Years,9495
15530,2017,"Syracuse, NY",Under 5 Years,9602
15531,2017,"Syracuse, NY",45 to 54 Years,15929
15532,2016,"Syracuse, NY",5 to 17 Years,21603
15533,2016,"Syracuse, NY",18 to 24 Years,26261
15534,2016,"Syracuse, NY",60 & 61 Years,3104
15535,2016,"Syracuse, NY",75 Years & Over,7875
15536,2016,"Syracuse, NY",45 to 54 Years,16003
15537,2016,"Syracuse, NY",35 to 44 Years,14679
15538,2016,"Syracuse, NY",62 to 64 Years,4556
15539,2016,"Syracuse, NY",65 to 74 Years,9278
15540,2016,"Syracuse, NY",55 to 59 Years,8002
15541,2016,"Syracuse, NY",Under 5 Years,9787
15542,2016,"Syracuse, NY",25 to 34 Years,23202
15543,2015,"Syracuse, NY",25 to 34 Years,22863
15544,2015,"Syracuse, NY",18 to 24 Years,27090
15545,2015,"Syracuse, NY",55 to 59 Years,7880
15546,2015,"Syracuse, NY",75 Years & Over,7901
15547,2015,"Syracuse, NY",35 to 44 Years,14565
15548,2015,"Syracuse, NY",60 & 61 Years,2830
15549,2015,"Syracuse, NY",Under 5 Years,10096
15550,2015,"Syracuse, NY",5 to 17 Years,22518
15551,2015,"Syracuse, NY",45 to 54 Years,16198
15552,2015,"Syracuse, NY",62 to 64 Years,4185
15553,2015,"Syracuse, NY",65 to 74 Years,8438
15554,2014,"Syracuse, NY",62 to 64 Years,3994
15555,2014,"Syracuse, NY",5 to 17 Years,22726
15556,2014,"Syracuse, NY",Under 5 Years,10241
15557,2014,"Syracuse, NY",25 to 34 Years,22479
15558,2014,"Syracuse, NY",55 to 59 Years,8101
15559,2014,"Syracuse, NY",35 to 44 Years,14529
15560,2014,"Syracuse, NY",75 Years & Over,7958
15561,2014,"Syracuse, NY",60 & 61 Years,2726
15562,2014,"Syracuse, NY",45 to 54 Years,16537
15563,2014,"Syracuse, NY",18 to 24 Years,27510
15564,2014,"Syracuse, NY",65 to 74 Years,7847
15565,2013,"Syracuse, NY",75 Years & Over,8071
15566,2013,"Syracuse, NY",65 to 74 Years,7522
15567,2013,"Syracuse, NY",18 to 24 Years,27866
15568,2013,"Syracuse, NY",62 to 64 Years,3729
15569,2013,"Syracuse, NY",35 to 44 Years,14970
15570,2013,"Syracuse, NY",25 to 34 Years,21701
15571,2013,"Syracuse, NY",60 & 61 Years,2775
15572,2013,"Syracuse, NY",45 to 54 Years,16631
15573,2013,"Syracuse, NY",5 to 17 Years,22980
15574,2013,"Syracuse, NY",55 to 59 Years,8293
15575,2013,"Syracuse, NY",Under 5 Years,10204
15576,2018,"Syracuse, NY",18 to 24 Years,25702
15577,2018,"Syracuse, NY",75 Years & Over,7629
15578,2018,"Syracuse, NY",45 to 54 Years,15589
15579,2018,"Syracuse, NY",Under 5 Years,9269
15580,2018,"Syracuse, NY",65 to 74 Years,9802
15581,2018,"Syracuse, NY",35 to 44 Years,14595
15582,2018,"Syracuse, NY",55 to 59 Years,7993
15583,2018,"Syracuse, NY",5 to 17 Years,22063
15584,2018,"Syracuse, NY",62 to 64 Years,4406
15585,2018,"Syracuse, NY",25 to 34 Years,22997
15586,2018,"Syracuse, NY",60 & 61 Years,3248
15587,2017,"Syracuse, NY",5 to 17 Years,22067
15588,2017,"Syracuse, NY",75 Years & Over,7817
15589,2017,"Syracuse, NY",60 & 61 Years,3109
15590,2017,"Syracuse, NY",25 to 34 Years,22964
15591,2017,"Syracuse, NY",62 to 64 Years,4418
15592,2017,"Syracuse, NY",18 to 24 Years,26173
15593,2017,"Syracuse, NY",55 to 59 Years,8049
15594,2017,"Syracuse, NY",35 to 44 Years,14782
15595,2017,"Syracuse, NY",65 to 74 Years,9495
15596,2017,"Syracuse, NY",Under 5 Years,9602
15597,2017,"Syracuse, NY",45 to 54 Years,15929
15598,2016,"Syracuse, NY",5 to 17 Years,21603
15599,2016,"Syracuse, NY",18 to 24 Years,26261
15600,2016,"Syracuse, NY",60 & 61 Years,3104
15601,2016,"Syracuse, NY",75 Years & Over,7875
15602,2016,"Syracuse, NY",45 to 54 Years,16003
15603,2016,"Syracuse, NY",35 to 44 Years,14679
15604,2016,"Syracuse, NY",62 to 64 Years,4556
15605,2016,"Syracuse, NY",65 to 74 Years,9278
15606,2016,"Syracuse, NY",55 to 59 Years,8002
15607,2016,"Syracuse, NY",Under 5 Years,9787
15608,2016,"Syracuse, NY",25 to 34 Years,23202
15609,2015,"Syracuse, NY",25 to 34 Years,22863
15610,2015,"Syracuse, NY",18 to 24 Years,27090
15611,2015,"Syracuse, NY",55 to 59 Years,7880
15612,2015,"Syracuse, NY",75 Years & Over,7901
15613,2015,"Syracuse, NY",35 to 44 Years,14565
15614,2015,"Syracuse, NY",60 & 61 Years,2830
15615,2015,"Syracuse, NY",Under 5 Years,10096
15616,2015,"Syracuse, NY",5 to 17 Years,22518
15617,2015,"Syracuse, NY",45 to 54 Years,16198
15618,2015,"Syracuse, NY",62 to 64 Years,4185
15619,2015,"Syracuse, NY",65 to 74 Years,8438
15620,2014,"Syracuse, NY",62 to 64 Years,3994
15621,2014,"Syracuse, NY",5 to 17 Years,22726
15622,2014,"Syracuse, NY",Under 5 Years,10241
15623,2014,"Syracuse, NY",25 to 34 Years,22479
15624,2014,"Syracuse, NY",55 to 59 Years,8101
15625,2014,"Syracuse, NY",35 to 44 Years,14529
15626,2014,"Syracuse, NY",75 Years & Over,7958
15627,2014,"Syracuse, NY",60 & 61 Years,2726
15628,2014,"Syracuse, NY",45 to 54 Years,16537
15629,2014,"Syracuse, NY",18 to 24 Years,27510
15630,2014,"Syracuse, NY",65 to 74 Years,7847
15631,2013,"Syracuse, NY",75 Years & Over,8071
15632,2013,"Syracuse, NY",65 to 74 Years,7522
15633,2013,"Syracuse, NY",18 to 24 Years,27866
15634,2013,"Syracuse, NY",62 to 64 Years,3729
15635,2013,"Syracuse, NY",35 to 44 Years,14970
15636,2013,"Syracuse, NY",25 to 34 Years,21701
15637,2013,"Syracuse, NY",60 & 61 Years,2775
15638,2013,"Syracuse, NY",45 to 54 Years,16631
15639,2013,"Syracuse, NY",5 to 17 Years,22980
15640,2013,"Syracuse, NY",55 to 59 Years,8293
15641,2013,"Syracuse, NY",Under 5 Years,10204
15642,2018,"Syracuse, NY",18 to 24 Years,25702
15643,2018,"Syracuse, NY",75 Years & Over,7629
15644,2018,"Syracuse, NY",45 to 54 Years,15589
15645,2018,"Syracuse, NY",Under 5 Years,9269
15646,2018,"Syracuse, NY",65 to 74 Years,9802
15647,2018,"Syracuse, NY",35 to 44 Years,14595
15648,2018,"Syracuse, NY",55 to 59 Years,7993
15649,2018,"Syracuse, NY",5 to 17 Years,22063
15650,2018,"Syracuse, NY",62 to 64 Years,4406
15651,2018,"Syracuse, NY",25 to 34 Years,22997
15652,2018,"Syracuse, NY",60 & 61 Years,3248
15653,2017,"Syracuse, NY",5 to 17 Years,22067
15654,2017,"Syracuse, NY",75 Years & Over,7817
15655,2017,"Syracuse, NY",60 & 61 Years,3109
15656,2017,"Syracuse, NY",25 to 34 Years,22964
15657,2017,"Syracuse, NY",62 to 64 Years,4418
15658,2017,"Syracuse, NY",18 to 24 Years,26173
15659,2017,"Syracuse, NY",55 to 59 Years,8049
15660,2017,"Syracuse, NY",35 to 44 Years,14782
15661,2017,"Syracuse, NY",65 to 74 Years,9495
15662,2017,"Syracuse, NY",Under 5 Years,9602
15663,2017,"Syracuse, NY",45 to 54 Years,15929
15664,2016,"Syracuse, NY",5 to 17 Years,21603
15665,2016,"Syracuse, NY",18 to 24 Years,26261
15666,2016,"Syracuse, NY",60 & 61 Years,3104
15667,2016,"Syracuse, NY",75 Years & Over,7875
15668,2016,"Syracuse, NY",45 to 54 Years,16003
15669,2016,"Syracuse, NY",35 to 44 Years,14679
15670,2016,"Syracuse, NY",62 to 64 Years,4556
15671,2016,"Syracuse, NY",65 to 74 Years,9278
15672,2016,"Syracuse, NY",55 to 59 Years,8002
15673,2016,"Syracuse, NY",Under 5 Years,9787
15674,2016,"Syracuse, NY",25 to 34 Years,23202
15675,2015,"Syracuse, NY",25 to 34 Years,22863
15676,2015,"Syracuse, NY",18 to 24 Years,27090
15677,2015,"Syracuse, NY",55 to 59 Years,7880
15678,2015,"Syracuse, NY",75 Years & Over,7901
15679,2015,"Syracuse, NY",35 to 44 Years,14565
15680,2015,"Syracuse, NY",60 & 61 Years,2830
15681,2015,"Syracuse, NY",Under 5 Years,10096
15682,2015,"Syracuse, NY",5 to 17 Years,22518
15683,2015,"Syracuse, NY",45 to 54 Years,16198
15684,2015,"Syracuse, NY",62 to 64 Years,4185
15685,2015,"Syracuse, NY",65 to 74 Years,8438
15686,2014,"Syracuse, NY",62 to 64 Years,3994
15687,2014,"Syracuse, NY",5 to 17 Years,22726
15688,2014,"Syracuse, NY",Under 5 Years,10241
15689,2014,"Syracuse, NY",25 to 34 Years,22479
15690,2014,"Syracuse, NY",55 to 59 Years,8101
15691,2014,"Syracuse, NY",35 to 44 Years,14529
15692,2014,"Syracuse, NY",75 Years & Over,7958
15693,2014,"Syracuse, NY",60 & 61 Years,2726
15694,2014,"Syracuse, NY",45 to 54 Years,16537
15695,2014,"Syracuse, NY",18 to 24 Years,27510
15696,2014,"Syracuse, NY",65 to 74 Years,7847
15697,2013,"Syracuse, NY",75 Years & Over,8071
15698,2013,"Syracuse, NY",65 to 74 Years,7522
15699,2013,"Syracuse, NY",18 to 24 Years,27866
15700,2013,"Syracuse, NY",62 to 64 Years,3729
15701,2013,"Syracuse, NY",35 to 44 Years,14970
15702,2013,"Syracuse, NY",25 to 34 Years,21701
15703,2013,"Syracuse, NY",60 & 61 Years,2775
15704,2013,"Syracuse, NY",45 to 54 Years,16631
15705,2013,"Syracuse, NY",5 to 17 Years,22980
15706,2013,"Syracuse, NY",55 to 59 Years,8293
15707,2013,"Syracuse, NY",Under 5 Years,10204
15708,2018,"Syracuse, NY",18 to 24 Years,25702
15709,2018,"Syracuse, NY",75 Years & Over,7629
15710,2018,"Syracuse, NY",45 to 54 Years,15589
15711,2018,"Syracuse, NY",Under 5 Years,9269
15712,2018,"Syracuse, NY",65 to 74 Years,9802
15713,2018,"Syracuse, NY",35 to 44 Years,14595
15714,2018,"Syracuse, NY",55 to 59 Years,7993
15715,2018,"Syracuse, NY",5 to 17 Years,22063
15716,2018,"Syracuse, NY",62 to 64 Years,4406
15717,2018,"Syracuse, NY",25 to 34 Years,22997
15718,2018,"Syracuse, NY",60 & 61 Years,3248
15719,2017,"Syracuse, NY",5 to 17 Years,22067
15720,2017,"Syracuse, NY",75 Years & Over,7817
15721,2017,"Syracuse, NY",60 & 61 Years,3109
15722,2017,"Syracuse, NY",25 to 34 Years,22964
15723,2017,"Syracuse, NY",62 to 64 Years,4418
15724,2017,"Syracuse, NY",18 to 24 Years,26173
15725,2017,"Syracuse, NY",55 to 59 Years,8049
15726,2017,"Syracuse, NY",35 to 44 Years,14782
15727,2017,"Syracuse, NY",65 to 74 Years,9495
15728,2017,"Syracuse, NY",Under 5 Years,9602
15729,2017,"Syracuse, NY",45 to 54 Years,15929
15730,2016,"Syracuse, NY",5 to 17 Years,21603
15731,2016,"Syracuse, NY",18 to 24 Years,26261
15732,2016,"Syracuse, NY",60 & 61 Years,3104
15733,2016,"Syracuse, NY",75 Years & Over,7875
15734,2016,"Syracuse, NY",45 to 54 Years,16003
15735,2016,"Syracuse, NY",35 to 44 Years,14679
15736,2016,"Syracuse, NY",62 to 64 Years,4556
15737,2016,"Syracuse, NY",65 to 74 Years,9278
15738,2016,"Syracuse, NY",55 to 59 Years,8002
15739,2016,"Syracuse, NY",Under 5 Years,9787
15740,2016,"Syracuse, NY",25 to 34 Years,23202
15741,2015,"Syracuse, NY",25 to 34 Years,22863
15742,2015,"Syracuse, NY",18 to 24 Years,27090
15743,2015,"Syracuse, NY",55 to 59 Years,7880
15744,2015,"Syracuse, NY",75 Years & Over,7901
15745,2015,"Syracuse, NY",35 to 44 Years,14565
15746,2015,"Syracuse, NY",60 & 61 Years,2830
15747,2015,"Syracuse, NY",Under 5 Years,10096
15748,2015,"Syracuse, NY",5 to 17 Years,22518
15749,2015,"Syracuse, NY",45 to 54 Years,16198
15750,2015,"Syracuse, NY",62 to 64 Years,4185
15751,2015,"Syracuse, NY",65 to 74 Years,8438
15752,2014,"Syracuse, NY",62 to 64 Years,3994
